id,aasta,voor,tase,number,pealkiri,raskus,kategooria,tüüp,alamteema,autor,statement_tex,vihje_tex,lahendus_tex,lahendusvotted,katsevahendid,punktid,lahendusseis,allikas,allikas_failitee,allikas_kaust
2014-v3g-ge2,2014,lõppvoor,G,E2,Klots,3,dünaamika,E,,Eero Uustalu,Määrake seisuhõõrdetegur klotsi ja laua vahel. Laua kallutamine on keelatud.,,"Idee 1 Niidi poolt avaldatav jõud on tõmbejõud, mis avaldub tõmbesihis.

Idee 2 Klotsi hõõrdeteguri määramine koormata (või vähekoormatud klots). Eelmise katse klotsile on lisatud koormis massiga M .

FHk+mg $-$ FHk = $\mu$mg $\Rightarrow$ $\mu$ = FH(k+mg) $-$ F Hk mg

Idee 3 Mõõdame jõudu. Jõudu, millegamõjutame klotsi saab muuta muutes niidi tõmbenurka $\alpha$ ja hoides klotsilt tuleva niidi horisontaalse.

mg $\Rightarrow$ mg = tan $\alpha$ FHmax = tan $\alpha$ FHmax

Märkused: Paremini saab hõõrdejõudu mõõdetud, kui nurk $\alpha$ asub vahemikus 20$^\circ$ - 70$^\circ$, mil-

leks tuleb valida sovibad koormised.

$\mu$ määramise täpsus on suurem siis kui juurdelisatav koormis on suur.

Kuna $\mu$ oli väike, sai parima tulemuse kui niidi otsas oli vähim mass ja/või klots

algselt lisa koormaga.

NB! Lahendusvariandid, mis sisaldavad niidi hõõret üle laua serva saavad maksi-

maalselt 6 punkti.",,"Tundmatu massiga klots, niit, millimeeterpaber, tuntud massiga koormised",,toores,"Eksperimendi kogu Ü109, lahendus lk 84",physics-collection/problems-exp/2014-v3g-ge2.tex,problems-exp
2014-v3g-pe1,2014,lõppvoor,P,E1,Tundmatu vedelik,2,vedelike mehaanika,E,,Erkki Tempel,"Määrake mahlajoogi suhkrusisaldus eeldusel, et joogi tihedus suureneb võrdeliselt suhkrusisalduse kasvuga.",,"Plastik torust ja plastiliinist saame teha areomeetri, pannes väikese tüki plastiliini ühte toru otsa. Areomeeter tuleb valmistada nii, et ta ujuks nii vees kui suhkrulahuses. Parima tulemuse saab siis, kui valmistatud areomeeter vajub vees võimalikult sügavale - veest jääb välja kuskil 2 mm pikkune pulk. Paigutades areomeetri vedelikku, saame mõõta selle, kui suur osa areomeetrist jääb vedelikust välja. Vette paigutades on veest välja ulatuva areomeetri toru pikkus $l_0$ ning 20 \% suhtkurlahuse korral $l_1$. Kuna lahuse tihedus (protsent) on lineaarses sõltuvuses veest välja ulatuva toru pikkusega (vastavalt jõudude tasakaalule), saame leida, et ühele pikkusühikule (lx) vastav protsent on

20 \% pl = $l_1$ $-$ $l_0$

Mõõtes ära selle, kui palju jääb toru välja (lmahl) mahlajoogi korral, saame leida ka mahlajoogi suhkrusisalduse p

p = (lmahl $-$ $l_0$) $\cdot$ pl

Korrektse lahenduse jaoks on vaja teostada vähemalt kolm kordusmõõtmist iga lahuse korral.",,"Plastikpulk, joonlaud, plastiliin, mahlajook (punane), puhas vesi, 20 \% suhkrulahus (roheline)",12,toores,"Eksperimendi kogu Ü64, lahendus lk 61",physics-collection/problems-exp/2014-v3g-pe1.tex,problems-exp
2014-v3g-pe2,2014,lõppvoor,P,E2,Elektripirni takistus,4,elektriahelad,E,,Koit Timpmann,"Elektrilambi hõõgniidi takistus sõltub temperatuurist. Määrake oommeetrit kasutamata toatemperatuuril oleva hõõglambi hõõgniidi takistus.
\begin{center}
\includegraphics[width=0.25\linewidth]{2014-v3g-pe2-yl.png}
\end{center}
\textit{Vihje:} Voolutugevuse mõõtmiseks kasutage multimeetrit piirkonnaga 200 mA. Pinge reguleerimiseks kasutage reostaati potentsiomeetrilises lülituses, kus reostaadi otstele on rakendatud vooluallika pinge ning katseskeem on ühendatud reostaadi ühe otsaklemmi ja liuguri klemmiga (vt joonist). Vastavalt liuguri asendile muutub pinge katseskeemi otstel.",,"Katse idee ja planeerimine. Määrata lambi takistus eri-

nevatel pingetel, selleks mõõta pinge ja voolutugevus

ning arvutada seose R = U abil taksitus. JoonistaI da pinge -- takistuse graafik, pikendada graafikut pinge

väärtuseni 0 ja määrata sellele pinge väärtusele vastav

takistus. Kui pinge on 0 V, puudub lambis elektrivool ja tegemist ongi külma hõõg-

niidiga (4 p).

Vooluringi koostamine (vt joonist) (3 p).

Pinge ja voolutugevuse mõõtmine (2 p).

Tähelepanu sellele, et väikestel pingetel toimuvad mõõtmised tihedamini (1 p).

Takistuse sõltuvus voolutugevusest graafiku konstrueerimine (3 p).

Külma hõõgniidi takistuse leidmine (1 p).",,"Vooluallikas, reostaat nelja juhtmega, voltmeeter, multimeeter (ampermeetrina), hõõglamp juhtmetega, 3 juhet, 4 surveklemmi, millimeeterpaber",14,toores,"Eksperimendi kogu Ü145, lahendus lk 108",physics-collection/problems-exp/2014-v3g-pe2.tex,problems-exp
2014-v2g-ge1,2014,piirkonnavoor,G,E1,Vedeliku tihedus,3,vedelike mehaanika,E,,Eero Uustalu,"Määrata kollase vedeliku tihedus kahte kihti jaotunud vedelikus. Raskema vedeliku tihedus $\rho$ = 1,0 g/cm$^3$.
\textit{Märkus:} Katses kasutatud vedelik võib määrida riideid ja paberit.",,"Ülesanne taandub vedelikusammaste rõhkude tasakaalule. Kõrre sisse peab tekitama teise vedelikusammaste kõrguste jaotuse kui kõrrest väljas (nagu lähtub jooniselt). Juhtude 1 ja 3 tekitamiseks peab ülumise vedeliku kõrre sisse imema, kõrre pealt sulgema ning uputama alumise otsa alumise (tihedama) vedeliku põhjani ning seejärel avama. Juhtude 2 ja 4 tekitamiseks peab kas tühja kõrre pealt sulgema ja uputama alumise otsa alumise (tihedama) vedelikuni ning seejärel avama või puhuma põhja ulatuva kõrre tühjaks ja lubama taastäituda. Katse selgitus olemas või katse läbi viidud ehk sambad tekitatud ja mõõdetud --- 2,5 p.

Märgitakse, et vajalik on eralduspinna selge eristumine ja/või oodatakse vedelike eralduspinna selginemist (1 p). Lähtudes rõhkude võrdsusest toru alumises otsas juhu 4 näitel:

p = hV A $\cdot \rho$A $\cdot$ g + hV B $\cdot \rho$B $\cdot$ g = hSA $\cdot \rho$A $\cdot$ g + hSB $\cdot \rho$B $\cdot$ g (1 p)

(hV A $-$ hSA) $\cdot \rho$A = (hSB $-$ hV B) $\cdot \rho$B

$\rho$A = hSB $-$ hV B $\cdot \rho$B (0,5 p) hV A $-$ hSA

Kõrre täiteks kasutatakse vaid ühte vedelikest (nagu juhtudel 1 ja 2 , kuna siis saab

suurima vedelikusammaste kõrguste vahe) (1 p).

Näidatakse, et täpseima tulemuse saab, kui kõrs täita vedelikuga mille kihi paksus

anumas on väiksem (kuna siis saab suurima absoluutse vedelikusammaste kõr-

guste vahe) (1 p).

Viiakse läbi vähemalt üks kontrollmõõtmine taastäidetud kõrrega (1 p). Vastus täpsusega piirides kuni $\pm_3$\% (2 p). Täpsusega $\pm_6$\% (1 punkt)

Ülejäänud katsevariandid: Variant kus kõrs üritatakse täita kummagi vedelikuga ja tekitada U-toru kokku maksiumaalselt 5 punkti. Variandid kus üritatakse kasutada kõrre sulgemist ja õhurõhku (või õhu rõhu alandamist) kokku maksimaalselt 3 punkti.

Seletuseks gümnaasiumile: viime läbi vedeliku A tiheduse mõõtemääramatuse hinnangu

$\Delta\rho$A = $\Delta$hSB + $\Delta$hV B + $\Delta$hV A + $\Delta$hSA . $\rho$A hSB $-$ hV B hV A $-$ hSA

Sellest järeldub, et vähima mõõtemääramatuse saame kui: meil on mõnes sambas puudu üks vedelikukiht; sammaste absoluutsed kõrguste erinevused on maksimaalsed võimalikest.",,"Joogikõrs, joonlaud, katseklaas kahte kihti jaotunud vedelikuga",10,toores,"Eksperimendi kogu Ü108, lahendus lk 83",physics-collection/problems-exp/2014-v2g-ge1.tex,problems-exp
2014-v2g-ge2,2014,piirkonnavoor,G,E2,Spagetid,4,staatika,E,,Jaan Kalda,Leidke spageti murdumiseks vajalik jõumoment murdumispunkti suhtes.,,"Lahendamise esialgne idee: fikseerime spageti ühe otsa, nt hoiame sealt näpuga

kinni, ja rakendame teise otsa järjest kasvavat jõudu seni kuni spageti murdub.

Mõõtes jõu õla (kauguse jõu rakenduspnktist kuni murdumiskohani --- mis on hari-

likult otse näpu juures, maksimaalsel kaugusel jõu rakenduspunktist) ning teades

rakendatud jõu väärtust saame leida spageti äramurdunud otsale mõjunud jõumo-

mendi murdumispunkti suhtes. Enne murdumist oli see välise jõu moment taskaa-

lustatud spageti ristlõikes mõjunud pingejõudude momendiga: see ongi suurus,

mida otsime. Tasakaalutingimuse tõttu pidi see otsitav suurus olema võrdne meie

poolt rakendatud jõu momendiga.

Katse käigus selgub, et tüüpiline spageti on nii painduv, et täispikkuses kõrre pu-

hul on murdumishetkel kõrre otste vaheline nurk liiga suur: jõu õlga on raske

mõõta. Seepärast on mugavam mõõta lühema kõrrejupi murudmist, nt hoides kin-

ni kõrre keskpunktist. Selgub, et see idee klapib hästi joonlaua kaaluga: kui pool

joonlaua kaalust mg (kus m on joonlaua mass) rakendada kõrre otsale (selleks lase-

me peaaegu horisontaalsel joonlaual toetuda ühe otsaga vastu lauda ning toetame

teist otsa spagetiga), siis kriitiliseks spageti õlapikkuseks (mille juures see mur-

dub) ongi umbes pool spageti pikkusest. Kasutame alguses lühemat õlga nii, et

spageti veel ei murdu ning suurendame õlga kuni murdumiseni; mõõdame mur-

dunud spagetijupi pikkuse l (kui joonlaud ei toetunud rangelt spageti otspunkti-

le, siis tuleb lahutada tulemist toetuspunkti kaugus otspunktist (eeldatavasti paar

millimeetrit). Kui kõrre kõverus ei olnud murdumishetkel väga suur, siis ongi l jõu-

õlaks ning otsitav jõumoment M = mgl/2. Kui kõrre kõverus oli märkimisväärne,

siis tuleks täpsema tulemuse huvides mõõta joonlaua abil kõrre kõõlu pikkus L

murdumishetkel (sedasama murdunud kõrrejuppi uuesti painutades).

Teeme korduskatseid ning arvutame mõõtmistulemuste keskmise. Hea oleks kasu-

tada erinevaid jõudusid: eelpoolkirjeldatud viisil rakendasime pool joonlaua kaa-

lust, kuid kui tõsta joonlauda spagetiga joonlaua keskpunkti lähedalt, siis on või-

malik saada ka joonlaua täiskaal mg (või ka nt 2 mg, kui spageti toetuspunkt on joonlaua otsast veerandi joonlaua pikkuse kaugusel).

Hindamine: Idee arvutada jõumoment kui spageti otsale rakendatud jõu ning selle jõu õla (murdumispunkti suhtes) korrutis (3 p). Idee määrata jõu õlg murudunud spagetiotsa abil (1 p) ning reaalse mõõtmise teostamine (1 p). Valemi M = mgl/2 (või vastavalt

olukorrale õige avaldise, nt M = mgl või M = 2 mgl) rakendamine (2 p) ja õiges suurusjärgus vastuse saamine (1 p).

Kordusmõõtmiste tegemine: iga lisamõõtmine kuni viienda mõõtmistulemseni: a

0,5 punkti. Seega lisamõõtmiste eest täiendavalt 2 p.

Vastus, mis ei erine õigest rohkem kui 50\%: 0,5 punkti ning kui see ei erine rohkem

kui 30\%, siis kokku --- 1 p.

Mainitakse, et spagetikõrre kõverus on nii väike, et spagetitüki pikkus on peaae-

gu võrdne jõu õlaga või kui on mõõdetud spagetitüki pikkuse asemel selle kõõlu

pikkus painutatud olekus --- 1 p.",,"Kümme spagetikõrt, teadaoleva massiga joonlaud",12,toores,"Eksperimendi kogu Ü144, lahendus lk 107",physics-collection/problems-exp/2014-v2g-ge2.tex,problems-exp
2014-v2g-pe1,2014,piirkonnavoor,P,E1,Tikutops,2,staatika,E,,Erkki Tempel,"Leidke maksimaalne rõhk, mida laua peal seisev tikke täis tikutops võib lauale avaldada. Tikutopsi katki rebida ei tohi.
\textit{Märkus:} Maksimaalsete punktide saamiseks peab leitud rõhk olema suurem kui 200 Pa.",,"Tikutops avaldab maksimaalset rõhku lauale siis, kui topsi pindala, mis lauale toe-

tub on kõige väiksem. Kõige väiksema pindalaga saab tikutopsi toetada lauale nii,

et lükkad sisemise osa natuke välja ning paned tikutopsi välise kesta servade peale

seisma (3 p).

Toetuspindala leidmine: Tikutopsi väline kest tuleb vajutada kokku (mööda mur-

dejooni), siis saame paksuseks 1 mm ning pikkuseks 4,7 cm, seega pindala on S =

0,1 cm $\cdot$ 4,7 cm = 0,47 cm$^2$ (2 p).

Tikutopsi massi saame leida, kui kasutame joonlauda kangina (2 p). Toetame joon-

laua laua servale ning tikutopsi servapidi teise joonalau otsa ja leiame juhu, kus

joonlaud ulatub maksimaalselt üle laua serva, kuid maha veel ei kuku. Kangi reeg-

list mg $l_1$ + M gl1 = mg $l_2$ saame leida tikutopsi massi, kus $l_1$ on joonlaua lauapealse 2 2 osa pikkus,$l_2$ üle laua oleva osa pikkus, m joonalua mass ning M tikutopsi mass (2

p). Täistikutopsi korral peaks vastus olema vahemikus 6,2-6,6 grammi.

Lauale avaldatud rõhu saame valemist p = F . Vastus tuleb kuskil 1300-1500 Pa (1 S p).

Kordusmõõtmised (2 p).

Märkus: Kui tikutopsi ei panda servade peale seisma, siis saab maksimaalselt 10 p.",,"tikutops, ühtlase massijaotusega joonlaud, mille mass on teada",12,toores,"Eksperimendi kogu Ü63, lahendus lk 61",physics-collection/problems-exp/2014-v2g-pe1.tex,problems-exp
2013-v3g-ge1,2013,lõppvoor,G,E1,Täht,3,elektriahelad,E,,EFO žürii,"Kolmest takistist on joonisel kujutatud viisil moodustatud tähtühendus. Tähe
harudest väljuvad skeemil kujutatud värvi juhtmed ning tähe keskpunkt on
isolatsiooniga kaetud.

\osa Mõõtke takistite $R_{\mathrm{K}}$, $R_{\mathrm{R}}$ ja $R_{\mathrm{P}}$
takistuste suhted neist vähimasse eeldades, et voltmeeter on ideaalne.

\osa Hinnake takistite takistusi, kui on teada, et voltmeetri takistus on
$\SI{4500}{\ohm}$.

\begin{center}
\includegraphics[width=0.30\linewidth]{2013-v3g-ge1-yl.png}
\end{center}",,"a) (8 p) Ühendame patarei tähe kahest tipust tulevate juhtmetega (olgu need näiteks roheline ja kollane). Sel juhul on takistid RR ja RK patareiga jadamisi ühendatud ning mõlemat takistit läbib võrdse tugevusega vool. Mõõdame nendele takistitele langevad pinged UR ja UK , ühendades voltmeetri esmalt kollase ning punase ning seejärel rohelise ning punase juhtmega. Kuna siin eeldame, et voltmeeter on ideaalne, siis punase juhtmega takistit vool ei läbi ning temale pinget ei lange. Seetõttu saame mõõtmistest otse teada pinge kollase ning rohelise juhtmega takistitel. Ohmi seaduse järgi kehtib võrdsete voolutugevuste korral seos

RR = UR . RK UK

Seega annab mõõdetud pingete jagatis takistuste RR ja RK suhte. Kui kordame samu mõõtmisi veel kaks korda, siis saame takistuste suheteks

RR $\approx$ 2, RP $\approx$ 2, RP $\approx$ 4. RK RR RK

Nagu näha, siis on väikseima väärtusega takisti RK ja vastuseks anname kõigi takistite väärtused just tema takistuse suhtes: RKs = 1, RRs = 2 ja RP s = 4.

b) (4 p) Takistuste absoluutväärtuste määramiseks leiame nende seose voltmeetri takistusega. Esmalt mõõdame patarei klemmipinge U koormamata olukorras. Järgmisena koormame patarei tähe kahe haruga ja mõõdame uuesti klemmipinge. Nagu näeme, siis voltmeetri näit võrreldes koormamata juhuga praktiliselt ei lange, mis tähendab, et pingeallika sisetakistusega pole vaja arvestada. Teatavasti saab reaalset voltmeetrit kujutada kui lõpmatu takistusega ideaalset voltmeetrit,

millega on rööbiti ühendatud reaalse voltmeetri takistusega võrdse väärtusega takisti. Ühendame nüüd jadamisi patarei, voltmeetri ja tähe kaks haru. Voltmeeter mõõdab nüüd pinget UV omaenda takistil. Jadaühenduses jaotub patarei pinge

U = UR1 + UR2 + UV ,

kus UR1 ja UR2 on patareiga ühendatud tähe harudele langevad pinged. Seega UR1 + UR2 = U $-$ UV ja jällegi Ohmi seadus rakendades saame

$R_1$ + $R_2$ = U $-$ UV , RV UV

kus RV on voltmeetri takistus. Nagu näha on mõõdetavate suuruste U ja UV vahe suurim ja tulemus täpseim, kui kasutada kahte suurema väärtusega takistit. Ülesande a-osast teame, et RR = 2RK ja RP = 4RK , millest saame arvutada

RK = RV (U $-$ UV ) 6UV .

Kuna RV = 4500 $\Omega$ ja tüüpiliselt U $\approx$ 5,8 V ning UV $\approx$ 5,3 V, siis saame takistite väärtusteks RK $\approx$ 70 $\Omega$, RR $\approx$ 140 $\Omega$ ja RP $\approx$ 280 $\Omega$.",,"takistitest tähtühendus, patarei, voltmeeter. Mõõtemääramatusi hinnata pole vaja",12,toores,"Eksperimendi kogu Ü107, lahendus lk 81",physics-collection/problems-exp/2013-v3g-ge1.tex,problems-exp
2013-v3g-ge2,2013,lõppvoor,G,E2,Pinksipall,4,dünaamika,E,,EFO žürii,Mõõtke seisuhõõrdetegur lauatennisepalli ja joonlaua vahel. Hinnake mõõtemääramatust.,,"Paneme palli kahe joonlaua vahele, hoiame nende ühed otsad koos ja vajutame teistest otstest tugevalt kokku. Sellisel juhul moodustab hõõrde- ja rõhumisjõu summa pinnanormaaliga nurga $\alpha$ = arctan($\mu$). Mõõdame nurga 2$\alpha$ joonlaudade vahel (mõõtes joonlaudadade pikkuse palliga kokkupuutepunktini b ja kokkupuutepunktide vahekaudus a, $\alpha$ = arcsin(a/2b)) ning selle abil $\mu$ = tan $\alpha$ = a/ 4b2 $-$ $a_2$.",,"lauatennisepall, kaks puitjoonlauda",12,toores,"Eksperimendi kogu Ü143, lahendus lk 107",physics-collection/problems-exp/2013-v3g-ge2.tex,problems-exp
2013-v3g-pe1,2013,lõppvoor,P,E1,Kolmnurk,2,elektriahelad,E,,EFO žürii,"Kolmest takistist on joonisel kujutatud viisil moodustatud kolmnurk. Leidke
takistite $R_{\mathrm{KR}}$, $R_{\mathrm{RP}}$ ja $R_{\mathrm{PK}}$
takistused, kui on teada, et vähima väärtusega takisti takistus on
$\SI{230}{\ohm}$. Kolmnurga tippudest väljuvad joonisel märgitud värvi
juhtmed.

\begin{center}
\includegraphics[width=0.25\linewidth]{2013-v3g-pe1-yl.png}
\end{center}",,"Ühendame patarei kahest kolmnurga tipust tulevate juhtmetega (olgu need näiteks

kollane ja roheline). Sel juhul on takistid RRP ja RPK patareiga jadamisi ühendatud

ning mõlemat takistit läbib võrdse tugevusega vool. Mõõdame nendele takistitele

langevad pinged URP ja UP K . Ohmi seaduse järgi kehtib võrdsete voolutugevuste

korral seos RRP = URP . RP K UP K

Seega annab mõõdetud pingete jagatis takistuste RRP ja RP K suhte. Kui kordame samu mõõtmisi veel ülejäänud takistipaaride jaoks, siis saame takistuste suheteks

RP K $\approx$ 2, RRP $\approx$ 2, RRP $\approx$ 4. RKR RP K RKR

Nagu näha, siis on väikseima väärtusega takisti RKR ja ülejäänud takistite takistused on vastavalt RP K $\approx$ 2 $\cdot$ 230 $\Omega$ = 460 $\Omega$ ja RRP $\approx$ 4 $\cdot$ 230 $\Omega$ = 920 $\Omega$.",,"takistitest kolmnurk, patarei, voltmeeter",10,toores,"Eksperimendi kogu Ü62, lahendus lk 60",physics-collection/problems-exp/2013-v3g-pe1.tex,problems-exp
2013-v3g-pe2,2013,lõppvoor,P,E2,Kumminiit,4,dünaamika,E,,EFO žürii,"Määrake 15 cm võrra väljavenitatud kumminiidi energia.
\textit{Märkus:} 10 cm-st suuremate deformatsioonide korral ei ole kumminiidi pikenemine võrdeline kumminiidile mõjuva jõuga.",,"Teeme kumminiidist ragulka ja paneme selle abil liikuma klotsi. Fikseerime klotsi poolt läbitud teepikkuse, mõõdame hõõrdejõu ja arvutame töö, mis võrdub väljavenitatud kumminiidi energiaga. Taatleme kumminiidi dünamomeetrina. Paneme 100 g vihi kumminiidi otsa ja mõõdame kumminiidi pikenemise 1 N suuruse jõu mõjul. Veame kumminiidi otsas klotsi ühtlase kiirusega mööda lauda ja mõõdame klotsile mõjuva hõõrdejõu. Laseme klotsi liikuma ja mõõdame teepikkuse. (Vähemalt 3 korda) Paneme klotsile koormise ja kordame katset. Arvutame töö ja energia keskmise väärtuse.",,"klots, 100-grammise massiga koormis, mõõtejoonlaud, kumminiit",12,toores,"Eksperimendi kogu Ü142, lahendus lk 106",physics-collection/problems-exp/2013-v3g-pe2.tex,problems-exp
2013-v2g-ge1,2013,piirkonnavoor,G,E1,Sendid,2,varia,E,,EFO žürii,Mitu korda erinevad 1- ja 20-eurosendiste müntide ruumalad?,,"Mündi ruumala saame leida valemist V = Sph (0,5 p), kus Sp = $\pi$$d_2$/4 (0,5 p).

Seega ruumalade suhte saame leida, kui leiame mündi diameetrite suhte ning pak-

suste suhte V20 d220 h20 $V_1$ d21 $h_1$ = (0,5 p).

Diameetrite suhte leidmiseks vaatame, mitu korda mahuvad mündid A4 paberi ühe külje peale (1,5 p). Paberi pikema külje peale mahub 18,3 1-sendist ja 13,3 20-sendist, seega d20/$d_1$ = 18,3/13,3 = 1,38 (1 p). Diameetri suhte leidmiseks võib veeretada münte paberi peal ning vaadata mitu täisringi moodustab üks paberi külg. (Diameetrite suhte leidmine iga sarnase täpsusega meetodiga (2,5 p). Müntide paksuste leidmiseks voldime paberi kokku ning vaatame mitu kihti paberit on võrdne mü(ndi paksus)ega (1 p). Joonistuspaberiga 120 g/cm$^2$ saame, et 1-sendine münt on 12 lehte paks ning 20-sendine münt on 15 lehte paks. Seega h20/$h_1$ = 15/12 = 1,25. (1 p) Müntide ruumalade suhe on seega V20/$V_1$ = 1,382 $\cdot$ 1,25 = 2,38. Tulemus vahemikus 2,3 - 2,5 annab 2 p, vahemikus 2,1 - 2,7 annab 1 p.

Märkus: Täpne müntide ruumalade suhe on 2,4, kuid antud meetodiga tuleb ebatäpsus sisse müntide paksuste suhte leidmisel.",,"1- ja 20-sendised mündid, valge A4 joonistuspaber, pliiats. Joonlauda kasutada ei tohi!",8,toores,"Eksperimendi kogu Ü60, lahendus lk 59",physics-collection/problems-exp/2013-v2g-ge1.tex,problems-exp
2013-v2g-ge2,2013,piirkonnavoor,G,E2,Vee jahtumine,2,termodünaamika,E,,EFO žürii,"Kuidas sõltub topsitäie vee soojuskadude võimsus temperatuurist, kui lasta kuumal veel jahtuda? Joonistage graafik, milles sisaldub temperatuurivahemik 60 $^\circ$C kuni 80 $^\circ$C. Vee erisoojus on 4,2 kJ/(kg$\cdot^\circ$C).
\textit{Vihje:} Lahendades on lubatud lähendada topsi kuju silindriga.",,"Kui kuum vesi on topsi valatud, tuleb sinna asetada termomeeter ning oodata, kuni

selle näit on tõusmise lõpetanud. Vee temperatuuri ajasõltuvuse mõõtmiseks on

täpseim lahendus märkida üles aeg, mis kulub iga täiskraadini jõudmiseks, alus-

tades hiljemalt 81$^\circ$C juurest ning lõpetades kõige varem 59$^\circ$C juures. Sel ajal ei

tohi topsi liigutada ega liigset tuult topsi kohal tekitada. Kindlasti tuleb mõõtmise

ajal topsis olevat vett termomeetriga segada, et selle temperatuur oleks ühtlane

ning termomeeter mõõdaks tõesti kogu vee keskmist temperatuuri.

Teiseks tuleb leida topsis oleva vee mass. Selleks tuleb mõõta veetaseme kõrgus

tkoeps(skims hin, etoppisnidläablaimSõ=õt18p$\pi$õh()dja22s+d1dj12a).ü(lTeävpalnde2v. aLläehmenkdeaskdmesitsoeppsiinsdilainladjraiogak,soonnsSell=e 1 1 $d_1$)2 8 $\pi$ d22 + d12 $-$ 3 ($d_2$ $-$ .) Vee ruumala on siis ligikaudu V = Sh, sellest saame

vee massi m = $\rho$Sh.

Soojuskadude võimsus temperatuuril T on N = Q/$\Delta$t = cm$\Delta$T /$\Delta$t, kus tempera-

tuurivahemiku $\Delta$T keskmine on T ning selle vahemiku läbimiseks kulus aega $\Delta$t.

Piisab, kui N on arvutatud viie erineva T jaoks, näiteks 60$^\circ$C, 65$^\circ$C, 70$^\circ$C, 75$^\circ$C ja

80$^\circ$C. Täpseim on valida $\Delta$T = 2$^\circ$C, ehk siis näiteks 70$^\circ$C-le vastava N leidmiseks

kasutada temperatuurivahemikku 71$^\circ$C - 69$^\circ$C.

Tulemuse graafikul peab soojuskadude võimsus temperatuuri tõustes suurenema.

Arvväärtused sõltuvad kasutatud topsist (ja vee kogusest). Näiteks ühe läbi proovi-

tud topsi puhul tulid soojuskaod 33 W temperatuuril 80$^\circ$C ja 12 W temperatuuril

60$^\circ$C.

Hindamine: Temperatuuri ajasõltuvuse mõõtmise meetodi kirjeldus (1 p). Topsis oleva vee segamine mõõtmise ajal (1 p). 10 või rohkem mõõtepunkti temperatuurivahemikus 58$^\circ$C kuni 82$^\circ$C (2 p). 8..9 mõõtepunkti (1,5 p), 6..7 mõõtepunkti (1 p), 4..5 mõõtepunkti (0,5 p). Topsi keskmise ristlõikepindala leidmine (2 p) (kui on kasutatud ainult põhja või ülemise otsa pindala, siis 1 p ). Vee ruumala arvutamine (1 p). Soojuskadude võimsuse valemi tuletamine (2 p). Soojuskadude võimsuse füüsikaliselt mõistliku graafiku joonistamine (s.h. ühikutega teljed, mõistlik ruumikasutus): graafikul 5 punkti (3 p), 4 punkti (2 p), 3 punkti (1 p).",,"kuum vesi otse veekeedukannust, plasttops, termomeeter, stopper, joonlaud",12,toores,"Eksperimendi kogu Ü61, lahendus lk 59",physics-collection/problems-exp/2013-v2g-ge2.tex,problems-exp
